"from","to","m","km","miles","seconds","minutes","hours","mode"
"Kuala Lumpur - Kuchai Lama,Canopy hills","Kuala Lumpur, TRX",10366,10.366,6.4414324,1040,17.3333333333333,0.288888888888889,"driving"
"Kuala Lumpur - Kuchai Lama,Canopy hills","Kuala Lumpur City Centre",9829,9.829,6.1077406,1036,17.2666666666667,0.287777777777778,"driving"
"Kuala Lumpur - Kuchai Lama,Canopy hills","Bukit Bintang, Kuala Lumpur",9799,9.799,6.0890986,1030,17.1666666666667,0.286111111111111,"driving"
"Kuala Lumpur - KLCC,Hampshire Place","Kuala Lumpur, TRX",3736,3.736,2.3215504,651,10.85,0.180833333333333,"driving"
"Kuala Lumpur - KLCC,Hampshire Place","Kuala Lumpur City Centre",4751,4.751,2.9522714,831,13.85,0.230833333333333,"driving"
"Kuala Lumpur - KLCC,Hampshire Place","Bukit Bintang, Kuala Lumpur",3555,3.555,2.209077,674,11.2333333333333,0.187222222222222,"driving"
"Kuala Lumpur - Kepong,Metro Perdana Shop (Apartment)","Kuala Lumpur, TRX",15887,15.887,9.8721818,1493,24.8833333333333,0.414722222222222,"driving"
"Kuala Lumpur - Kepong,Metro Perdana Shop (Apartment)","Kuala Lumpur City Centre",12763,12.763,7.9309282,1321,22.0166666666667,0.366944444444444,"driving"
"Kuala Lumpur - Kepong,Metro Perdana Shop (Apartment)","Bukit Bintang, Kuala Lumpur",14697,14.697,9.1327158,1422,23.7,0.395,"driving"
"Kuala Lumpur - Gombak,Platinum Splendor Residensi Semarak","Kuala Lumpur, TRX",6086,6.086,3.7818404,764,12.7333333333333,0.212222222222222,"driving"
"Kuala Lumpur - Gombak,Platinum Splendor Residensi Semarak","Kuala Lumpur City Centre",9449,9.449,5.8716086,1080,18,0.3,"driving"
"Kuala Lumpur - Gombak,Platinum Splendor Residensi Semarak","Bukit Bintang, Kuala Lumpur",5905,5.905,3.669367,788,13.1333333333333,0.218888888888889,"driving"
"Kuala Lumpur - Titiwangsa,Idaman abadi","Kuala Lumpur, TRX",5822,5.822,3.6177908,743,12.3833333333333,0.206388888888889,"driving"
"Kuala Lumpur - Titiwangsa,Idaman abadi","Kuala Lumpur City Centre",8667,8.667,5.3856738,1022,17.0333333333333,0.283888888888889,"driving"
"Kuala Lumpur - Titiwangsa,Idaman abadi","Bukit Bintang, Kuala Lumpur",5641,5.641,3.5053174,767,12.7833333333333,0.213055555555556,"driving"
"Kuala Lumpur - Bukit Bintang,Idaman abadi","Kuala Lumpur, TRX",1459,1.459,0.9066226,340,5.66666666666667,0.0944444444444444,"driving"
"Kuala Lumpur - Bukit Bintang,Idaman abadi","Kuala Lumpur City Centre",2382,2.382,1.4801748,570,9.5,0.158333333333333,"driving"
"Kuala Lumpur - Bukit Bintang,Idaman abadi","Bukit Bintang, Kuala Lumpur",0,0,0,0,0,0,"driving"
"Kuala Lumpur - OUG,","Kuala Lumpur, TRX",14388,14.388,8.9407032,1232,20.5333333333333,0.342222222222222,"driving"
"Kuala Lumpur - OUG,","Kuala Lumpur City Centre",13834,13.834,8.5964476,1209,20.15,0.335833333333333,"driving"
"Kuala Lumpur - OUG,","Bukit Bintang, Kuala Lumpur",13821,13.821,8.5883694,1222,20.3666666666667,0.339444444444444,"driving"
"Kuala Lumpur - Bangsar,Cascadium","Kuala Lumpur, TRX",15922,15.922,9.8939308,1162,19.3666666666667,0.322777777777778,"driving"
"Kuala Lumpur - Bangsar,Cascadium","Kuala Lumpur City Centre",6668,6.668,4.1434952,863,14.3833333333333,0.239722222222222,"driving"
"Kuala Lumpur - Bangsar,Cascadium","Bukit Bintang, Kuala Lumpur",8808,8.808,5.4732912,1019,16.9833333333333,0.283055555555556,"driving"
"Kuala Lumpur - Serdang,Idaman abadi","Kuala Lumpur, TRX",6289,6.289,3.9079846,730,12.1666666666667,0.202777777777778,"driving"
"Kuala Lumpur - Serdang,Idaman abadi","Kuala Lumpur City Centre",3394,3.394,2.1090316,464,7.73333333333333,0.128888888888889,"driving"
"Kuala Lumpur - Serdang,Idaman abadi","Bukit Bintang, Kuala Lumpur",5534,5.534,3.4388276,620,10.3333333333333,0.172222222222222,"driving"
"Kuala Lumpur - Cheras,Cloud View Tower","Kuala Lumpur, TRX",9961,9.961,6.1897654,1185,19.75,0.329166666666667,"driving"
"Kuala Lumpur - Cheras,Cloud View Tower","Kuala Lumpur City Centre",9384,9.384,5.8312176,1109,18.4833333333333,0.308055555555556,"driving"
"Kuala Lumpur - Cheras,Cloud View Tower","Bukit Bintang, Kuala Lumpur",9207,9.207,5.7212298,1075,17.9166666666667,0.298611111111111,"driving"
"Kuala Lumpur - KLCC,PKNS Kampung Baru","Kuala Lumpur, TRX",5560,5.56,3.454984,842,14.0333333333333,0.233888888888889,"driving"
"Kuala Lumpur - KLCC,PKNS Kampung Baru","Kuala Lumpur City Centre",4715,4.715,2.929901,1090,18.1666666666667,0.302777777777778,"driving"
"Kuala Lumpur - KLCC,PKNS Kampung Baru","Bukit Bintang, Kuala Lumpur",5379,5.379,3.3425106,865,14.4166666666667,0.240277777777778,"driving"
"Kuala Lumpur - Bukit Bintang,Swiss Garden Residences","Kuala Lumpur, TRX",2778,2.778,1.7262492,526,8.76666666666667,0.146111111111111,"driving"
"Kuala Lumpur - Bukit Bintang,Swiss Garden Residences","Kuala Lumpur City Centre",1329,1.329,0.8258406,351,5.85,0.0975,"driving"
"Kuala Lumpur - Bukit Bintang,Swiss Garden Residences","Bukit Bintang, Kuala Lumpur",1874,1.874,1.1645036,517,8.61666666666667,0.143611111111111,"driving"
"Kuala Lumpur - Titiwangsa,Platinum Splendor Residensi Semarak","Kuala Lumpur, TRX",6086,6.086,3.7818404,764,12.7333333333333,0.212222222222222,"driving"
"Kuala Lumpur - Titiwangsa,Platinum Splendor Residensi Semarak","Kuala Lumpur City Centre",9449,9.449,5.8716086,1080,18,0.3,"driving"
"Kuala Lumpur - Titiwangsa,Platinum Splendor Residensi Semarak","Bukit Bintang, Kuala Lumpur",5905,5.905,3.669367,788,13.1333333333333,0.218888888888889,"driving"
"Kuala Lumpur - Bukit Jalil,Kita Impian","Kuala Lumpur, TRX",14093,14.093,8.7573902,1009,16.8166666666667,0.280277777777778,"driving"
"Kuala Lumpur - Bukit Jalil,Kita Impian","Kuala Lumpur City Centre",13538,13.538,8.4125132,986,16.4333333333333,0.273888888888889,"driving"
"Kuala Lumpur - Bukit Jalil,Kita Impian","Bukit Bintang, Kuala Lumpur",13526,13.526,8.4050564,1000,16.6666666666667,0.277777777777778,"driving"
"Kuala Lumpur - Mid Valley City,Canopy hills","Kuala Lumpur, TRX",9386,9.386,5.8324604,1085,18.0833333333333,0.301388888888889,"driving"
"Kuala Lumpur - Mid Valley City,Canopy hills","Kuala Lumpur City Centre",6604,6.604,4.1037256,823,13.7166666666667,0.228611111111111,"driving"
"Kuala Lumpur - Mid Valley City,Canopy hills","Bukit Bintang, Kuala Lumpur",8632,8.632,5.3639248,976,16.2666666666667,0.271111111111111,"driving"
"Kuala Lumpur - Desa Pandan,Taman Angsana Hilir","Kuala Lumpur, TRX",5853,5.853,3.6370542,822,13.7,0.228333333333333,"driving"
"Kuala Lumpur - Desa Pandan,Taman Angsana Hilir","Kuala Lumpur City Centre",10977,10.977,6.8211078,947,15.7833333333333,0.263055555555556,"driving"
"Kuala Lumpur - Desa Pandan,Taman Angsana Hilir","Bukit Bintang, Kuala Lumpur",5286,5.286,3.2847204,812,13.5333333333333,0.225555555555556,"driving"
"Kuala Lumpur - Jalan Kuching,Antah Tower","Kuala Lumpur, TRX",10334,10.334,6.4215476,974,16.2333333333333,0.270555555555556,"driving"
"Kuala Lumpur - Jalan Kuching,Antah Tower","Kuala Lumpur City Centre",7209,7.209,4.4796726,802,13.3666666666667,0.222777777777778,"driving"
"Kuala Lumpur - Jalan Kuching,Antah Tower","Bukit Bintang, Kuala Lumpur",9144,9.144,5.6820816,903,15.05,0.250833333333333,"driving"
"Kuala Lumpur - Mont Kiara,Inspirasi Mont Kiara ","Kuala Lumpur, TRX",13570,13.57,8.432398,1306,21.7666666666667,0.362777777777778,"driving"
"Kuala Lumpur - Mont Kiara,Inspirasi Mont Kiara ","Kuala Lumpur City Centre",11069,11.069,6.8782766,1095,18.25,0.304166666666667,"driving"
"Kuala Lumpur - Mont Kiara,Inspirasi Mont Kiara ","Bukit Bintang, Kuala Lumpur",12815,12.815,7.963241,1197,19.95,0.3325,"driving"
"Kuala Lumpur - Ampang Hilir,Brunsfield Embassyview Condominiu.","Kuala Lumpur, TRX",4166,4.166,2.5887524,680,11.3333333333333,0.188888888888889,"driving"
"Kuala Lumpur - Ampang Hilir,Brunsfield Embassyview Condominiu.","Kuala Lumpur City Centre",5409,5.409,3.3611526,1109,18.4833333333333,0.308055555555556,"driving"
"Kuala Lumpur - Ampang Hilir,Brunsfield Embassyview Condominiu.","Bukit Bintang, Kuala Lumpur",3985,3.985,2.476279,703,11.7166666666667,0.195277777777778,"driving"
"Kuala Lumpur - Salak Selatan,","Kuala Lumpur, TRX",6787,6.787,4.2174418,787,13.1166666666667,0.218611111111111,"driving"
"Kuala Lumpur - Salak Selatan,","Kuala Lumpur City Centre",6716,6.716,4.1733224,721,12.0166666666667,0.200277777777778,"driving"
"Kuala Lumpur - Salak Selatan,","Bukit Bintang, Kuala Lumpur",6478,6.478,4.0254292,752,12.5333333333333,0.208888888888889,"driving"
"Kuala Lumpur - Bukit Bintang,eaton residences kuala lumpur","Kuala Lumpur, TRX",2019,2.019,1.2546066,423,7.05,0.1175,"driving"
"Kuala Lumpur - Bukit Bintang,eaton residences kuala lumpur","Kuala Lumpur City Centre",3992,3.992,2.4806288,936,15.6,0.26,"driving"
"Kuala Lumpur - Bukit Bintang,eaton residences kuala lumpur","Bukit Bintang, Kuala Lumpur",1935,1.935,1.202409,463,7.71666666666667,0.128611111111111,"driving"
"Kuala Lumpur - Wangsa Maju,Flat Wangsa Maju Seksyen 2","Kuala Lumpur, TRX",11813,11.813,7.3405982,1224,20.4,0.34,"driving"
"Kuala Lumpur - Wangsa Maju,Flat Wangsa Maju Seksyen 2","Kuala Lumpur City Centre",12592,12.592,7.8246688,1436,23.9333333333333,0.398888888888889,"driving"
"Kuala Lumpur - Wangsa Maju,Flat Wangsa Maju Seksyen 2","Bukit Bintang, Kuala Lumpur",11246,11.246,6.9882644,1214,20.2333333333333,0.337222222222222,"driving"
"Kuala Lumpur - Bangsar South,Pantai Hillpark 3","Kuala Lumpur, TRX",13622,13.622,8.4647108,1244,20.7333333333333,0.345555555555556,"driving"
"Kuala Lumpur - Bangsar South,Pantai Hillpark 3","Kuala Lumpur City Centre",7932,7.932,4.9289448,994,16.5666666666667,0.276111111111111,"driving"
"Kuala Lumpur - Bangsar South,Pantai Hillpark 3","Bukit Bintang, Kuala Lumpur",10073,10.073,6.2593622,1150,19.1666666666667,0.319444444444444,"driving"
"Kuala Lumpur - Kepong,Pangsapuri Seroja","Kuala Lumpur, TRX",15128,15.128,9.4005392,1455,24.25,0.404166666666667,"driving"
"Kuala Lumpur - Kepong,Pangsapuri Seroja","Kuala Lumpur City Centre",12004,12.004,7.4592856,1282,21.3666666666667,0.356111111111111,"driving"
"Kuala Lumpur - Kepong,Pangsapuri Seroja","Bukit Bintang, Kuala Lumpur",13938,13.938,8.6610732,1384,23.0666666666667,0.384444444444444,"driving"
"Kuala Lumpur - Sentul,Sentul Point Suite Apartments","Kuala Lumpur, TRX",11128,11.128,6.9149392,1255,20.9166666666667,0.348611111111111,"driving"
"Kuala Lumpur - Sentul,Sentul Point Suite Apartments","Kuala Lumpur City Centre",10860,10.86,6.748404,1277,21.2833333333333,0.354722222222222,"driving"
"Kuala Lumpur - Sentul,Sentul Point Suite Apartments","Bukit Bintang, Kuala Lumpur",10947,10.947,6.8024658,1278,21.3,0.355,"driving"
"Kuala Lumpur - Cheras,Taman Bukit Ria (Cheras)","Kuala Lumpur, TRX",7212,7.212,4.4815368,951,15.85,0.264166666666667,"driving"
"Kuala Lumpur - Cheras,Taman Bukit Ria (Cheras)","Kuala Lumpur City Centre",6635,6.635,4.122989,874,14.5666666666667,0.242777777777778,"driving"
"Kuala Lumpur - Cheras,Taman Bukit Ria (Cheras)","Bukit Bintang, Kuala Lumpur",6458,6.458,4.0130012,841,14.0166666666667,0.233611111111111,"driving"
"Kuala Lumpur - Jalan Sultan Ismail,Villa Putra","Kuala Lumpur, TRX",6543,6.543,4.0658202,977,16.2833333333333,0.271388888888889,"driving"
"Kuala Lumpur - Jalan Sultan Ismail,Villa Putra","Kuala Lumpur City Centre",4930,4.93,3.063502,747,12.45,0.2075,"driving"
"Kuala Lumpur - Jalan Sultan Ismail,Villa Putra","Bukit Bintang, Kuala Lumpur",6865,6.865,4.265911,848,14.1333333333333,0.235555555555556,"driving"
"Kuala Lumpur - Jalan Ipoh,Seri Anggun","Kuala Lumpur, TRX",9910,9.91,6.158074,1173,19.55,0.325833333333333,"driving"
"Kuala Lumpur - Jalan Ipoh,Seri Anggun","Kuala Lumpur City Centre",8294,8.294,5.1538916,1041,17.35,0.289166666666667,"driving"
"Kuala Lumpur - Jalan Ipoh,Seri Anggun","Bukit Bintang, Kuala Lumpur",9729,9.729,6.0456006,1197,19.95,0.3325,"driving"
"Kuala Lumpur - Puchong,","Kuala Lumpur, TRX",24644,24.644,15.3137816,1628,27.1333333333333,0.452222222222222,"driving"
"Kuala Lumpur - Puchong,","Kuala Lumpur City Centre",20849,20.849,12.9555686,1634,27.2333333333333,0.453888888888889,"driving"
"Kuala Lumpur - Puchong,","Bukit Bintang, Kuala Lumpur",24077,24.077,14.9614478,1618,26.9666666666667,0.449444444444444,"driving"
"Kuala Lumpur - Ampang,Platinum Splendor Residensi Semarak, Kuala Lumpur","Kuala Lumpur, TRX",6086,6.086,3.7818404,764,12.7333333333333,0.212222222222222,"driving"
"Kuala Lumpur - Ampang,Platinum Splendor Residensi Semarak, Kuala Lumpur","Kuala Lumpur City Centre",9449,9.449,5.8716086,1080,18,0.3,"driving"
"Kuala Lumpur - Ampang,Platinum Splendor Residensi Semarak, Kuala Lumpur","Bukit Bintang, Kuala Lumpur",5905,5.905,3.669367,788,13.1333333333333,0.218888888888889,"driving"
"Kuala Lumpur - Bukit Jalil,Green Avenue","Kuala Lumpur, TRX",14115,14.115,8.771061,1142,19.0333333333333,0.317222222222222,"driving"
"Kuala Lumpur - Bukit Jalil,Green Avenue","Kuala Lumpur City Centre",13560,13.56,8.426184,1119,18.65,0.310833333333333,"driving"
"Kuala Lumpur - Bukit Jalil,Green Avenue","Bukit Bintang, Kuala Lumpur",13548,13.548,8.4187272,1132,18.8666666666667,0.314444444444444,"driving"
"Kuala Lumpur - Jalan Ipoh,Seri Gembira Apartment","Kuala Lumpur, TRX",12518,12.518,7.7786852,1194,19.9,0.331666666666667,"driving"
"Kuala Lumpur - Jalan Ipoh,Seri Gembira Apartment","Kuala Lumpur City Centre",9393,9.393,5.8368102,1022,17.0333333333333,0.283888888888889,"driving"
"Kuala Lumpur - Jalan Ipoh,Seri Gembira Apartment","Bukit Bintang, Kuala Lumpur",11327,11.327,7.0385978,1123,18.7166666666667,0.311944444444444,"driving"
"Kuala Lumpur - Pandan Indah,Shoplot Apartment","Kuala Lumpur, TRX",6289,6.289,3.9079846,730,12.1666666666667,0.202777777777778,"driving"
"Kuala Lumpur - Pandan Indah,Shoplot Apartment","Kuala Lumpur City Centre",3394,3.394,2.1090316,464,7.73333333333333,0.128888888888889,"driving"
"Kuala Lumpur - Pandan Indah,Shoplot Apartment","Bukit Bintang, Kuala Lumpur",5534,5.534,3.4388276,620,10.3333333333333,0.172222222222222,"driving"
"Kuala Lumpur - Taman Desa,Platinum OUG","Kuala Lumpur, TRX",15075,15.075,9.367605,1271,21.1833333333333,0.353055555555556,"driving"
"Kuala Lumpur - Taman Desa,Platinum OUG","Kuala Lumpur City Centre",14521,14.521,9.0233494,1248,20.8,0.346666666666667,"driving"
"Kuala Lumpur - Taman Desa,Platinum OUG","Bukit Bintang, Kuala Lumpur",14508,14.508,9.0152712,1262,21.0333333333333,0.350555555555556,"driving"
"Kuala Lumpur - Cheras,Flat Taman Bukit Anggerik","Kuala Lumpur, TRX",12372,12.372,7.6879608,1231,20.5166666666667,0.341944444444444,"driving"
"Kuala Lumpur - Cheras,Flat Taman Bukit Anggerik","Kuala Lumpur City Centre",11795,11.795,7.329413,1154,19.2333333333333,0.320555555555556,"driving"
"Kuala Lumpur - Cheras,Flat Taman Bukit Anggerik","Bukit Bintang, Kuala Lumpur",11618,11.618,7.2194252,1121,18.6833333333333,0.311388888888889,"driving"
"Kuala Lumpur - Ampang,Apartment Sri Kayangan","Kuala Lumpur, TRX",16141,16.141,10.0300174,1557,25.95,0.4325,"driving"
"Kuala Lumpur - Ampang,Apartment Sri Kayangan","Kuala Lumpur City Centre",20711,20.711,12.8698154,1638,27.3,0.455,"driving"
"Kuala Lumpur - Ampang,Apartment Sri Kayangan","Bukit Bintang, Kuala Lumpur",15574,15.574,9.6776836,1548,25.8,0.43,"driving"
"Kuala Lumpur - Bangsar,Suasana Bangsar","Kuala Lumpur, TRX",8172,8.172,5.0780808,999,16.65,0.2775,"driving"
"Kuala Lumpur - Bangsar,Suasana Bangsar","Kuala Lumpur City Centre",5277,5.277,3.2791278,733,12.2166666666667,0.203611111111111,"driving"
"Kuala Lumpur - Bangsar,Suasana Bangsar","Bukit Bintang, Kuala Lumpur",7418,7.418,4.6095452,889,14.8166666666667,0.246944444444444,"driving"
"Kuala Lumpur - Bangsar,Bangsar Trade Centre","Kuala Lumpur, TRX",12506,12.506,7.7712284,967,16.1166666666667,0.268611111111111,"driving"
"Kuala Lumpur - Bangsar,Bangsar Trade Centre","Kuala Lumpur City Centre",7334,7.334,4.5573476,715,11.9166666666667,0.198611111111111,"driving"
"Kuala Lumpur - Bangsar,Bangsar Trade Centre","Bukit Bintang, Kuala Lumpur",9363,9.363,5.8181682,868,14.4666666666667,0.241111111111111,"driving"
"Kuala Lumpur - Old Klang Road,Meadow Park shop apartment","Kuala Lumpur, TRX",11168,11.168,6.9397952,1127,18.7833333333333,0.313055555555556,"driving"
"Kuala Lumpur - Old Klang Road,Meadow Park shop apartment","Kuala Lumpur City Centre",8953,8.953,5.5633942,1068,17.8,0.296666666666667,"driving"
"Kuala Lumpur - Old Klang Road,Meadow Park shop apartment","Bukit Bintang, Kuala Lumpur",10601,10.601,6.5874614,1118,18.6333333333333,0.310555555555556,"driving"
"Kuala Lumpur - Taman Desa,MidFields Sungai Besi","Kuala Lumpur, TRX",8703,8.703,5.4080442,738,12.3,0.205,"driving"
"Kuala Lumpur - Taman Desa,MidFields Sungai Besi","Kuala Lumpur City Centre",8352,8.352,5.1899328,740,12.3333333333333,0.205555555555556,"driving"
"Kuala Lumpur - Taman Desa,MidFields Sungai Besi","Bukit Bintang, Kuala Lumpur",8136,8.136,5.0557104,729,12.15,0.2025,"driving"
"Kuala Lumpur - KLCC,The Oval","Kuala Lumpur, TRX",3481,3.481,2.1630934,533,8.88333333333333,0.148055555555556,"driving"
"Kuala Lumpur - KLCC,The Oval","Kuala Lumpur City Centre",4838,4.838,3.0063332,773,12.8833333333333,0.214722222222222,"driving"
"Kuala Lumpur - KLCC,The Oval","Bukit Bintang, Kuala Lumpur",3300,3.3,2.05062,557,9.28333333333333,0.154722222222222,"driving"
"Kuala Lumpur - Jalan Kuching,Jalan Selingsing Jalan Kuching Apartment","Kuala Lumpur, TRX",12095,12.095,7.515833,1010,16.8333333333333,0.280555555555556,"driving"
"Kuala Lumpur - Jalan Kuching,Jalan Selingsing Jalan Kuching Apartment","Kuala Lumpur City Centre",8970,8.97,5.573958,837,13.95,0.2325,"driving"
"Kuala Lumpur - Jalan Kuching,Jalan Selingsing Jalan Kuching Apartment","Bukit Bintang, Kuala Lumpur",10905,10.905,6.776367,939,15.65,0.260833333333333,"driving"
"Kuala Lumpur - Setapak,Sky Awani 3. Setapak","Kuala Lumpur, TRX",7561,7.561,4.6984054,1000,16.6666666666667,0.277777777777778,"driving"
"Kuala Lumpur - Setapak,Sky Awani 3. Setapak","Kuala Lumpur City Centre",10924,10.924,6.7881736,1315,21.9166666666667,0.365277777777778,"driving"
"Kuala Lumpur - Setapak,Sky Awani 3. Setapak","Bukit Bintang, Kuala Lumpur",7380,7.38,4.585932,1023,17.05,0.284166666666667,"driving"
"Kuala Lumpur - Jinjang,PPR Beringin","Kuala Lumpur, TRX",14492,14.492,9.0053288,1338,22.3,0.371666666666667,"driving"
"Kuala Lumpur - Jinjang,PPR Beringin","Kuala Lumpur City Centre",11367,11.367,7.0634538,1165,19.4166666666667,0.323611111111111,"driving"
"Kuala Lumpur - Jinjang,PPR Beringin","Bukit Bintang, Kuala Lumpur",13302,13.302,8.2658628,1267,21.1166666666667,0.351944444444444,"driving"
"Kuala Lumpur - OUG,desa cindaimas","Kuala Lumpur, TRX",11011,11.011,6.8422354,1075,17.9166666666667,0.298611111111111,"driving"
"Kuala Lumpur - OUG,desa cindaimas","Kuala Lumpur City Centre",8981,8.981,5.5807934,1052,17.5333333333333,0.292222222222222,"driving"
"Kuala Lumpur - OUG,desa cindaimas","Bukit Bintang, Kuala Lumpur",10444,10.444,6.4899016,1065,17.75,0.295833333333333,"driving"
"Kuala Lumpur - Old Klang Road,Desa Cindaimas","Kuala Lumpur, TRX",11011,11.011,6.8422354,1075,17.9166666666667,0.298611111111111,"driving"
"Kuala Lumpur - Old Klang Road,Desa Cindaimas","Kuala Lumpur City Centre",8981,8.981,5.5807934,1052,17.5333333333333,0.292222222222222,"driving"
"Kuala Lumpur - Old Klang Road,Desa Cindaimas","Bukit Bintang, Kuala Lumpur",10444,10.444,6.4899016,1065,17.75,0.295833333333333,"driving"
"Kuala Lumpur - Bukit Jalil,platinum oug","Kuala Lumpur, TRX",15075,15.075,9.367605,1271,21.1833333333333,0.353055555555556,"driving"
"Kuala Lumpur - Bukit Jalil,platinum oug","Kuala Lumpur City Centre",14521,14.521,9.0233494,1248,20.8,0.346666666666667,"driving"
"Kuala Lumpur - Bukit Jalil,platinum oug","Bukit Bintang, Kuala Lumpur",14508,14.508,9.0152712,1262,21.0333333333333,0.350555555555556,"driving"
"Kuala Lumpur - Kepong,Amanja Condo","Kuala Lumpur, TRX",21233,21.233,13.1941862,1726,28.7666666666667,0.479444444444444,"driving"
"Kuala Lumpur - Kepong,Amanja Condo","Kuala Lumpur City Centre",18733,18.733,11.6406862,1515,25.25,0.420833333333333,"driving"
"Kuala Lumpur - Kepong,Amanja Condo","Bukit Bintang, Kuala Lumpur",20479,20.479,12.7256506,1616,26.9333333333333,0.448888888888889,"driving"
"Kuala Lumpur - Pantai,Mutiara Apartment, Old Klang Road","Kuala Lumpur, TRX",13964,13.964,8.6772296,1200,20,0.333333333333333,"driving"
"Kuala Lumpur - Pantai,Mutiara Apartment, Old Klang Road","Kuala Lumpur City Centre",8957,8.957,5.5658798,952,15.8666666666667,0.264444444444444,"driving"
"Kuala Lumpur - Pantai,Mutiara Apartment, Old Klang Road","Bukit Bintang, Kuala Lumpur",10985,10.985,6.826079,1104,18.4,0.306666666666667,"driving"
"Kuala Lumpur - Bangsar,Jalan Terasek 6","Kuala Lumpur, TRX",9151,9.151,5.6864314,1071,17.85,0.2975,"driving"
"Kuala Lumpur - Bangsar,Jalan Terasek 6","Kuala Lumpur City Centre",6256,6.256,3.8874784,805,13.4166666666667,0.223611111111111,"driving"
